hosp_id,hospital_name,address,city,state,zip_code,county_name,Country,phone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,provider_id
133,SPRINGFIELD HOSPITAL,PO BOX 2003,SPRINGFIELD,VT,5156,WINDSOR,USA,(802) 885-2151,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,471306
134,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,COOK,USA,(312) 942-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,140119
135,KAISER FOUNDATION HOSPITAL - WESTSIDE,2875 NW STUCKI AVE,HILLSBORO,OR,97124,WASHINGTON,USA,(971) 310-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,380103
136,MID-COLUMBIA MEDICAL CENTER,1700 E 19TH STREET,THE DALLES,OR,97058,WASCO,USA,(541) 296-1111,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,380001
137,LAKELAND BEHAVIORAL HEALTH SYSTEM,440 S MARKET,SPRINGFIELD,MO,65806,GREENE,USA,(417) 865-5581,Psychiatric,Proprietary,TRUE,FALSE,264024
138,NORTH MISSISSIPPI MEDICAL CENTER-WEST POINT,150 MEDICAL CENTER DRIVE,WEST POINT,MS,39773,CLAY,USA,(662) 495-2300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,250067
139,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,STANISLAUS,USA,(209) 526-4500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50557
140,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,629 SOUTH PLUMMER,CHANUTE,KS,66720,NEOSHO,USA,(620) 431-4000,Critical Access Hospitals,Government - Local,TRUE,TRUE,171380
141,MADELIA COMMUNITY HOSPITAL,121 DREW AVENUE SOUTHEAST,MADELIA,MN,56062,WATONWAN,USA,(507) 642-3255,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,FALSE,241323
142,THE BEHAVIORAL CENTER OF MICHIGAN,4050 E 12 MILE ROAD,WARREN,MI,48092,MACOMB,USA,(586) 261-2266,Psychiatric,Proprietary,FALSE,FALSE,234042
143,SANFORD WESTBROOK MEDICAL CENTER,920 BELL AVENUE PO BOX 188,WESTBROOK,MN,56183,COTTONWOOD,USA,(507) 274-1119,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,241302
144,EXCELA HEALTH WESTMORELAND HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601,WESTMORELAND,USA,(724) 832-4000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,390145
145,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,HOUSTON,USA,(478) 922-4281,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,110069
146,BAYFRONT HEALTH SEVEN RIVERS,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,CITRUS,USA,(352) 795-6560,Acute Care Hospitals,Proprietary,TRUE,TRUE,100249
147,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,70458,ST. TAMMANY,USA,(985) 643-2200,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,190040
148,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,USA,(951) 652-2811,Acute Care Hospitals,Physician,TRUE,TRUE,50390
149,CHILD & ADOLESCENT BEHAVIORAL HEALTH SERVICES,1701 TECHNOLOGY DRIVE NE,WILLMAR,MN,56201,KANDIYOHI,USA,(320) 231-5405,Psychiatric,Government - State,FALSE,FALSE,244005
150,HAYWARD AREA MEMORIAL HOSPITAL,11040 N STATE RD 77,HAYWARD,WI,54843,SAWYER,USA,(715) 934-4321,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,521336
151,OLD VINEYARD YOUTH SERVICES,3637 OLD VINEYARD ROAD,WINSTON SALEM,NC,27104,FORSYTH,USA,(336) 794-3550,Psychiatric,Proprietary,FALSE,FALSE,344007
152,GROVE CITY MEDICAL CENTER,631 NORTH BROAD STREET EXT.,GROVE CITY,PA,16127,MERCER,USA,(724) 450-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,390266
153,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,AR,72117,PULASKI,USA,(501) 202-3000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,40036
154,ST GABRIELS HOSPITAL,815 SOUTHEAST SECOND STREET,LITTLE FALLS,MN,56345,MORRISON,USA,(320) 632-5441,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,241370
155,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,33175,MIAMI-DADE,USA,(305) 223-3000,Acute Care Hospitals,Proprietary,TRUE,TRUE,100209
156,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,USA,(334) 793-8701,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,10001
157,GETTYSBURG HOSPITAL,147 GETTYS STREET,GETTYSBURG,PA,17325,ADAMS,USA,(717) 334-2121,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,390065
158,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY ROAD,ATLANTA,GA,30342,FULTON,USA,(404) 785-5252,Childrens,Voluntary non-profit - Other,TRUE,FALSE,113301
159,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE,PETOSKEY,MI,49770,EMMET,USA,(231) 487-4000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,230105
160,COLLINGSWORTH GENERAL HOSPITAL,1013 15TH ST,WELLINGTON,TX,79095,COLLINGSWORTH,USA,(806) 447-2521,Critical Access Hospitals,Proprietary,TRUE,FALSE,451355
161,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,HARTFORD,USA,(860) 714-4000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,70002
162,EAST LIVERPOOL CITY HOSPITAL,425 WEST 5TH STREET,EAST LIVERPOOL,OH,43920,COLUMBIANA,USA,(330) 385-7200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,360096
163,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,USA,(818) 904-3100,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,50704
164,FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,FORKS,WA,98331,CLALLAM,USA,(360) 374-6271,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,501325
165,EL PASO CHILDREN'S HOSPITAL,4845 ALAMEDA AVENUE,EL PASO,TX,79905,EL PASO,USA,(915) 521-7148,Childrens,Voluntary non-profit - Private,TRUE,FALSE,453313
166,DEPT OF STATE HOSPITALS - NAPA,2100 NAPA-VALLEJO HIGHWAY,NAPA,CA,94558,NAPA,USA,(707) 253-5000,Psychiatric,Government - State,FALSE,FALSE,54122
167,RIVERSIDE SHORE MEMORIAL HOSPITAL,20480 MARKET STREET,ONANCOCK,VA,23417,ACCOMACK,USA,(757) 414-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,490037
168,SHERIDAN COUNTY HOSPITAL,826  18TH STREET,HOXIE,KS,67740,SHERIDAN,USA,(785) 675-3281,Critical Access Hospitals,Government - Local,TRUE,TRUE,171347
169,TOUCHETTE REGIONAL HOSPITAL INC,5900 BOND AVENUE,CENTREVILLE,IL,62207,ST. CLAIR,USA,(618) 332-3060,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,140077
170,THE BROOK HOSPITAL - DUPONT,1405 BROWNS LANE,LOUISVILLE,KY,40207,JEFFERSON,USA,(502) 896-0495,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,184007
171,SAINT JOSEPH BEREA,305 ESTILL STREET,BEREA,KY,40403,MADISON,USA,(859) 986-6500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,181329
172,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,WA,98055,KING,USA,(425) 228-3450,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,500088
173,OCONOMOWOC MEMORIAL HOSPITAL,791 E SUMMIT AVE,OCONOMOWOC,WI,53066,WAUKESHA,USA,(262) 569-9400,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,520062
174,HILL CREST BEHAVIORAL HEALTH SERVICES,6869 FIFTH AVENUE SOUTH,BIRMINGHAM,AL,35212,JEFFERSON,USA,(205) 833-9000,Psychiatric,Proprietary,FALSE,FALSE,14000
175,ST VINCENT CLAY HOSPITAL INC,1206 E NATIONAL AVE,BRAZIL,IN,47834,CLAY,USA,(812) 442-2500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,151309
176,WHITTIER PAVILION,76 SUMMER STREET,HAVERHILL,MA,1830,ESSEX,USA,(978) 373-8222,Psychiatric,Proprietary,FALSE,FALSE,224039
177,ST VINCENT SALEM HOSPITAL INC,911 N SHELBY ST,SALEM,IN,47167,WASHINGTON,USA,(812) 883-5881,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,151314
178,"SOUTHSIDE COMMUNITY HOSPITAL, INC",800 OAK STREET,FARMVILLE,VA,23901,PRINCE EDWARD,USA,(434) 392-8811,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,490090
179,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,WAYNE,USA,(912) 530-3302,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,110124
180,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,BRONX,USA,(718) 920-4321,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330059
181,CLARKE COUNTY HOSPITAL,800 S FILLMORE ST,OSCEOLA,IA,50213,CLARKE,USA,(641) 342-2184,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,161348
182,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,USA,(916) 973-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50425
183,PRISMA HEALTH GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,GREER,SC,29650,GREENVILLE,USA,(864) 848-8200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,420033
184,RIVER PLACE BEHAVIORAL HEALTH,500 RUE DE SANTE,LA PLACE,LA,70068,ST. JOHN BAPTIST,USA,(985) 444-5100,Psychiatric,Proprietary,FALSE,FALSE,194114
185,DOCTORS HOSPITAL OF RIVERSIDE,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,USA,(951) 688-2211,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50102
186,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,2186,NORFOLK,USA,(617) 696-4600,Acute Care Hospitals,Government - Federal,TRUE,TRUE,220108
187,ASCENSION RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,ST. CLAIR,USA,(810) 329-7111,Acute Care Hospitals,Government - Hospital District or Authority,FALSE,TRUE,230241
188,CHILDREN'S MERCY HOSPITAL KANSAS,5808 W 110TH STREET,OVERLAND PARK,KS,66211,JOHNSON,USA,(913) 234-3000,Childrens,Voluntary non-profit - Private,FALSE,FALSE,173300
189,BELMONT PINES HOSPITAL,615 CHURCHILL-HUBBARD RD,YOUNGSTOWN,OH,44505,MAHONING,USA,(330) 759-2700,Psychiatric,Proprietary,FALSE,FALSE,364038
190,WILCOX MEMORIAL HOSPITAL,3-3420 KUHIO HIGHWAY,LIHUE,HI,96766,KAUAI,USA,(808) 245-1103,Acute Care Hospitals,Government - Federal,TRUE,TRUE,120014
191,NORTHLAKE BEHAVIORAL HEALTH SYSTEM,23515 HIGHWAY 190,MANDEVILLE,LA,70448,ST. TAMMANY,USA,(985) 626-6300,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,194007
192,BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,PA,17764,CLINTON,USA,(570) 923-1000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,391304
193,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,OH,43699,LUCAS,USA,(419) 383-4848,Acute Care Hospitals,Government - State,TRUE,FALSE,360048
194,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,SPOTSYLVANIA,USA,(540) 498-4000,Acute Care Hospitals,Proprietary,TRUE,TRUE,490141
195,"ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC",1823 COLLEGE AVE,MANHATTAN,KS,66502,RILEY,USA,(785) 776-2831,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,170142
196,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,USA,(585) 593-1100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,330096
197,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,USA,(415) 206-8000,Acute Care Hospitals,Government - Local,TRUE,FALSE,50228
198,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065,BROWARD,USA,(954) 344-3000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,100276
199,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755,PIMA,USA,(520) 901-3549,Acute Care Hospitals,Proprietary,TRUE,TRUE,30114
200,MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,474 NORTH YELLOW SPRINGS STREET,SPRINGFIELD,OH,45504,CLARK,USA,(937) 399-9500,Psychiatric,Proprietary,FALSE,FALSE,364040
201,LANAI COMMUNITY HOSPITAL,628 7TH STREET,LANAI CITY,HI,96763,MAUI,USA,(808) 565-8450,Critical Access Hospitals,Government - State,TRUE,FALSE,121305
202,TYLER MEMORIAL HOSPITAL,5950 STATE ROUTE 6 WEST,TUNKHANNOCK,PA,18657,WYOMING,USA,(570) 836-2161,Acute Care Hospitals,Proprietary,TRUE,TRUE,390192
203,DIMMIT REGIONAL HOSPITAL,704 HOSPITAL DRIVE,CARRIZO SPRINGS,TX,78834,DIMMIT,USA,(830) 876-2424,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,451390
204,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,USA,(760) 340-3911,Acute Care Hospitals,Proprietary,TRUE,TRUE,50573
205,ST LUKE'S HOSPITAL - MONROE CAMPUS,100 ST LUKE'S LANE,STROUDSBURG,PA,18360,MONROE,USA,(272) 212-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,390330
206,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,PUTNAM,USA,(706) 485-2711,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,111313
207,MUNSON HEALTHCARE GRAYLING HOSPITAL,1100 E MICHIGAN AVE,GRAYLING,MI,49738,CRAWFORD,USA,(989) 348-5461,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,230058
208,MAYO CLINIC HEALTH SYSTEM - LAKE CITY,500 WEST GRANT STREET,LAKE CITY,MN,55041,WABASHA,USA,(651) 345-5955,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,241338
209,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,USA,(818) 881-0800,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50761
210,CARSON VALLEY MEDICAL CENTER,1107 HIGHWAY 395,GARDNERVILLE,NV,89410,DOUGLAS,USA,(775) 782-1500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,291306
211,SOUTHWEST MEMORIAL HOSPITAL,1311 N MILDRED RD,CORTEZ,CO,81321,MONTEZUMA,USA,(970) 565-6666,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,61327
212,ST JUDE CHILDRENS RESEARCH HOSPITAL,262 DANNY THOMAS PLACE,MEMPHIS,TN,38105,SHELBY,USA,(901) 495-3300,Childrens,Voluntary non-profit - Private,FALSE,FALSE,443302
213,SALEM MEDICAL CENTER,310 WOODSTOWN ROAD,SALEM,NJ,8079,SALEM,USA,(856) 935-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,310091
214,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,FAYETTE,USA,(859) 967-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,180143
215,LAKE BUTLER HOSPITAL,850 E MAIN ST,LAKE BUTLER,FL,32054,UNION,USA,(386) 496-2323,Critical Access Hospitals,Proprietary,TRUE,TRUE,101303
216,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,1842,ESSEX,USA,(978) 683-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,220010
217,MAINE MEDICAL CENTER,22 BRAMHALL ST,PORTLAND,ME,4102,CUMBERLAND,USA,(207) 662-0111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,200009
218,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",MCCOOK,NE,69001,RED WILLOW,USA,(308) 344-2650,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,281363
219,OPTIONS BEHAVIORAL HEALTH SYSTEM,5602 CAITO DRIVE,INDIANAPOLIS,IN,46226,MARION,USA,(317) 544-4340,Psychiatric,Proprietary,FALSE,FALSE,154057
220,ST AGNES HOSPITAL,430 E DIVISION ST,FOND DU LAC,WI,54935,FOND DU LAC,USA,(920) 929-2300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,520088
221,MINERAL COMMUNITY HOSPITAL,1208 6TH AVE E,SUPERIOR,MT,59872,MINERAL,USA,(406) 822-4841,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,271331
222,HAMMOND HENRY HOSPITAL,600 N COLLEGE AVENUE,GENESEO,IL,61254,HENRY,USA,(309) 944-6431,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,141319
223,KANAKANAK HOSPITAL,P O BOX 130,DILLINGHAM,AK,99576,DILLINGHAM,USA,(907) 842-5201,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,21309
224,OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS,716 VILLAGE ROAD,KENNER,LA,70065,JEFFERSON,USA,(504) 464-8895,Psychiatric,Proprietary,FALSE,FALSE,194098
225,BELLIN HEALTH OCONTO HOSPITAL,820 ARBUTUS AVE,OCONTO,WI,54153,OCONTO,USA,(920) 835-1101,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,521356
226,NEW YORK STATE PSYCHIATRIC INSTITUTE,722 W 168TH ST,NEW YORK,NY,10032,NEW YORK,USA,(212) 543-5000,Psychiatric,Government - State,FALSE,FALSE,334009
227,AURORA MEDICAL CENTER,975 PORT WASHINGTON ROAD,GRAFTON,WI,53024,OZAUKEE,USA,(262) 329-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,520207
228,REGIONAL HEALTH SPEARFISH HOSPITAL,1440 N MAIN ST,SPEARFISH,SD,57783,LAWRENCE,USA,(605) 644-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,430048
229,BROWNFIELD REGIONAL MEDICAL CENTER,705 EAST FELT STREET,BROWNFIELD,TX,79316,TERRY,USA,(806) 637-3551,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,450399
230,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,CHATTANOOGA,TN,37404,HAMILTON,USA,(423) 894-4220,Acute Care Hospitals,Proprietary,TRUE,TRUE,440156
231,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,"2600 REDONDO AVENUE, SUITE 500",LONG BEACH,CA,90806,LOS ANGELES,USA,(714) 614-0474,Psychiatric,Proprietary,FALSE,FALSE,54153
232,CASTLE ROCK ADVENTIST HOSPITAL,2350 MEADOWS BLVD,CASTLE ROCK,CO,80109,DOUGLAS,USA,(720) 455-2500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,60125
233,BROOKE GLEN BEHAVIORAL HOSPITAL,7170 LAFAYETTE AVENUE,FORT WASHINGTON,PA,19034,MONTGOMERY,USA,(215) 641-5300,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,394049
234,RUSH OAK PARK HOSPITAL,520 S MAPLE AVE,OAK PARK,IL,60304,COOK,USA,(708) 383-9300,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,140063
235,OWENSBORO HEALTH REGIONAL HOSPITAL,1201 PLEASANT VALLEY ROAD,OWENSBORO,KY,42303,DAVIESS,USA,(270) 417-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,180038
236,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,BENTON,USA,(479) 524-4141,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,40001
237,"DEWITT HOSPITAL & NURSING HOME, INC",1641 WHITEHEAD DRIVE,DE WITT,AR,72042,ARKANSAS,USA,(870) 946-3571,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,41314
238,BAYSTATE NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,USA,(413) 568-2811,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,220065
239,MERIT HEALTH RIVER OAKS,1030 RIVER OAKS DRIVE,FLOWOOD,MS,39232,RANKIN,USA,(601) 932-1030,Acute Care Hospitals,Proprietary,TRUE,TRUE,250138
240,AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,RICHMOND,USA,(706) 721-6569,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,110034
241,PROVIDENCE MILWAUKIE HOSPITAL,10150 SE 32ND AVENUE,MILWAUKIE,OR,97222,CLACKAMAS,USA,(503) 513-8336,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,380082
242,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,WASHINGTON,USA,(423) 431-6111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,440063
243,DAHL MEMORIAL HEALTHCARE ASSOC,215 SANDY ST,EKALAKA,MT,59324,CARTER,USA,(406) 775-8739,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,271302
244,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,PA,19140,PHILADELPHIA,USA,(215) 707-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,390027
245,ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST,INDIANAPOLIS,IN,46290,HAMILTON,USA,(317) 583-5000,Acute Care Hospitals,Proprietary,TRUE,TRUE,150153
246,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,8100 SOUTH WALKER BLDG C,OKLAHOMA CITY,OK,73139,OKLAHOMA,USA,(405) 602-6500,Acute Care Hospitals,Proprietary,FALSE,FALSE,370212
247,H C WATKINS MEMORIAL HOSPITAL INC,605 SOUTH ARCHUSA AVENUE,QUITMAN,MS,39355,CLARKE,USA,(601) 776-6925,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,FALSE,251316
248,WOODLAND HEIGHTS MEDICAL CENTER,505 SOUTH JOHN REDDITT DRIVE,LUFKIN,TX,75904,ANGELINA,USA,(936) 634-8311,Acute Care Hospitals,Proprietary,TRUE,TRUE,450484
249,EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET,POTEAU,OK,74953,LE FLORE,USA,(918) 647-8161,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,371337
250,MURRAY COUNTY MEMORIAL HOSPITAL,2042 JUNIPER AVENUE,SLAYTON,MN,56172,MURRAY,USA,(507) 836-6111,Critical Access Hospitals,Government - Local,TRUE,TRUE,241319
251,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,USA,(516) 632-3000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,330198
252,HELEN NEWBERRY JOY HOSPITAL,502 W HARRIE ST,NEWBERRY,MI,49868,LUCE,USA,(906) 293-9200,Critical Access Hospitals,Government - Local,TRUE,FALSE,231304
253,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,9522 HUEBNER ROAD,SAN ANTONIO,TX,78240,BEXAR,USA,(210) 478-5400,Acute Care Hospitals,Proprietary,TRUE,FALSE,670054
254,PRINCETON COMMUNITY HOSPITAL,122 12TH STREET,PRINCETON,WV,24740,MERCER,USA,(304) 487-7260,Acute Care Hospitals,Government - Local,TRUE,TRUE,510046
255,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",1400 W ICE LAKE ROAD,IRON RIVER,MI,49935,IRON,USA,(906) 265-6121,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,231318
256,WARREN MEMORIAL HOSPITAL,905 SECOND ST,FRIEND,NE,68359,SALINE,USA,(402) 947-2541,Critical Access Hospitals,Government - Local,TRUE,TRUE,281330
257,MADISON PARISH HOSPITAL,900 JOHNSON STREET,TALLULAH,LA,71282,MADISON,USA,(318) 574-2374,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,191314
258,EASTERN STATE HOSPITAL,1350 BULL LEA ROAD,LEXINGTON,KY,40511,FAYETTE,USA,(859) 246-8000,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,184004
259,UHHS RICHMOND HEIGHTS HOSPITAL,27100 CHARDON ROAD,RICHMOND HEIGHTS,OH,44143,CUYAHOGA,USA,(440) 585-6170,Acute Care Hospitals,Proprietary,TRUE,TRUE,360075
260,RIVEREDGE HOSPITAL,8311 WEST ROOSEVELT ROAD,FOREST PARK,IL,60130,COOK,USA,(708) 771-7000,Psychiatric,Proprietary,FALSE,FALSE,144009
261,WAMEGO HEALTH CENTER,711 GENN DRIVE,WAMEGO,KS,66547,POTTAWATOMIE,USA,(785) 456-2295,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,171337
262,ATRIUM HEALTH UNIVERSITY CITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,MECKLENBURG,USA,(704) 548-6000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,340166
263,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",234 GOODMAN STREET,CINCINNATI,OH,45219,HAMILTON,USA,(513) 584-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,360003
